transaction_id,merchant_id,customer_id,amount,payment_method,status,hour,retry_count,checkout_started,checkout_completed,revenue,revenue_lost
TXN029064,M001,C003032,2363.53,WALLET,captured,18,0,1,1,2363.53,0.0
TXN029065,M002,C008429,2250.07,CARD,captured,9,0,1,1,2250.07,0.0
TXN029066,M002,C004429,2216.08,CARD,captured,7,2,1,1,2216.08,0.0
TXN029067,M004,C007992,882.95,UPI,failed,11,0,1,0,0.0,882.95
TXN029068,M002,C004721,1045.12,UPI,captured,15,0,1,1,1045.12,0.0
TXN029069,M002,C003227,1344.89,CARD,captured,18,3,0,0,1344.89,0.0
TXN029070,M003,C001568,3307.19,UPI,captured,3,0,1,1,3307.19,0.0
TXN029071,M003,C000910,2320.99,UPI,captured,18,2,1,1,2320.99,0.0
TXN029072,M003,C001961,1459.34,NETBANKING,captured,21,0,1,1,1459.34,0.0
TXN029073,M003,C006262,1549.68,WALLET,captured,18,1,1,1,1549.68,0.0
TXN029074,M003,C001386,571.32,WALLET,captured,11,0,1,1,571.32,0.0
TXN029075,M001,C000816,1101.73,UPI,captured,18,0,1,1,1101.73,0.0
TXN029076,M004,C005350,900.69,UPI,captured,15,0,1,1,900.69,0.0
TXN029077,M005,C003785,2717.07,UPI,failed,15,0,1,0,0.0,2717.07
TXN029078,M003,C009002,1585.41,UPI,captured,5,1,0,0,1585.41,0.0
TXN029079,M004,C000322,3581.94,CARD,captured,12,0,1,1,3581.94,0.0
TXN029080,M005,C004399,8585.02,UPI,captured,12,0,1,1,8585.02,0.0
TXN029081,M002,C007643,2613.3,NETBANKING,captured,4,0,0,0,2613.3,0.0
TXN029082,M002,C000844,634.09,UPI,captured,13,1,1,1,634.09,0.0
TXN029083,M004,C002572,1148.36,UPI,captured,6,0,1,1,1148.36,0.0
TXN029084,M001,C006595,363.78,NETBANKING,captured,21,0,1,1,363.78,0.0
TXN029085,M001,C008603,5580.52,CARD,captured,3,0,1,1,5580.52,0.0
TXN029086,M004,C007331,8373.91,UPI,captured,4,1,1,1,8373.91,0.0
TXN029087,M001,C007181,635.04,CARD,captured,9,1,1,1,635.04,0.0
TXN029088,M001,C006902,964.62,CARD,captured,21,1,1,1,964.62,0.0
TXN029089,M002,C009016,853.19,CARD,captured,23,2,0,0,853.19,0.0
TXN029090,M001,C002501,682.12,UPI,captured,17,1,1,1,682.12,0.0
TXN029091,M001,C002810,416.46,WALLET,captured,9,0,1,1,416.46,0.0
TXN029092,M004,C001876,2647.96,UPI,captured,11,0,1,1,2647.96,0.0
TXN029093,M001,C004155,568.3,UPI,failed,0,1,1,0,0.0,568.3
TXN029094,M003,C006103,1337.52,CARD,captured,13,3,1,1,1337.52,0.0
TXN029095,M003,C003340,717.31,CARD,captured,22,0,0,0,717.31,0.0
TXN029096,M004,C008861,341.66,UPI,captured,9,1,1,1,341.66,0.0
TXN029097,M003,C003072,814.37,CARD,captured,7,0,1,1,814.37,0.0
TXN029098,M002,C006592,426.94,UPI,captured,12,0,1,1,426.94,0.0
TXN029099,M004,C002931,1342.95,UPI,captured,3,0,0,0,1342.95,0.0
TXN029100,M001,C005675,2169.14,WALLET,captured,11,0,1,1,2169.14,0.0
TXN029101,M003,C009794,2129.58,UPI,captured,10,0,1,1,2129.58,0.0
TXN029102,M002,C005254,1640.76,NETBANKING,captured,21,0,1,1,1640.76,0.0
TXN029103,M004,C008405,2250.86,UPI,captured,15,2,0,0,2250.86,0.0
TXN029104,M004,C002147,632.68,UPI,captured,21,1,1,1,632.68,0.0
TXN029105,M001,C003343,1042.45,CARD,captured,23,2,1,1,1042.45,0.0
TXN029106,M005,C006802,1042.96,UPI,failed,21,0,1,1,0.0,1042.96
TXN029107,M003,C009265,418.05,WALLET,captured,5,0,1,1,418.05,0.0
TXN029108,M002,C002223,697.11,UPI,captured,11,0,1,1,697.11,0.0
TXN029109,M004,C005634,552.48,UPI,captured,20,0,1,1,552.48,0.0
TXN029110,M003,C004997,1191.41,CARD,failed,23,0,1,0,0.0,1191.41
TXN029111,M002,C006633,2113.29,NETBANKING,captured,22,0,1,1,2113.29,0.0
TXN029112,M002,C009222,952.66,UPI,captured,15,0,1,1,952.66,0.0
TXN029113,M004,C007923,621.57,UPI,captured,5,0,1,1,621.57,0.0
TXN029114,M003,C002602,1460.36,WALLET,captured,7,0,0,0,1460.36,0.0
TXN029115,M002,C003539,951.44,UPI,captured,14,0,1,1,951.44,0.0
TXN029116,M004,C008720,774.09,UPI,captured,21,0,1,1,774.09,0.0
TXN029117,M003,C005836,4688.05,WALLET,captured,21,0,1,1,4688.05,0.0
TXN029118,M003,C008920,3105.38,UPI,captured,1,0,0,0,3105.38,0.0
TXN029119,M004,C008785,1503.04,CARD,captured,17,0,0,0,1503.04,0.0
TXN029120,M003,C007768,892.72,UPI,failed,11,0,1,0,0.0,892.72
TXN029121,M005,C003498,938.16,CARD,captured,18,3,0,0,938.16,0.0
TXN029122,M002,C006720,688.66,UPI,captured,18,0,1,1,688.66,0.0
TXN029123,M002,C007559,755.93,UPI,captured,13,0,1,1,755.93,0.0
TXN029124,M003,C007497,1232.46,UPI,captured,21,0,0,0,1232.46,0.0
TXN029125,M004,C005776,184.84,CARD,captured,20,2,1,1,184.84,0.0
TXN029126,M001,C000267,4119.08,UPI,failed,20,3,1,1,0.0,4119.08
TXN029127,M003,C003465,1841.96,UPI,captured,10,3,1,1,1841.96,0.0
TXN029128,M001,C006913,670.72,UPI,captured,10,0,1,1,670.72,0.0
TXN029129,M003,C003884,4230.28,NETBANKING,captured,13,0,1,1,4230.28,0.0
TXN029130,M001,C009395,2220.64,UPI,captured,3,3,1,1,2220.64,0.0
TXN029131,M003,C003848,2486.52,CARD,captured,15,0,1,1,2486.52,0.0
TXN029132,M004,C001607,1016.76,WALLET,captured,14,0,1,1,1016.76,0.0
TXN029133,M001,C006693,2040.46,UPI,failed,5,0,0,0,0.0,2040.46
TXN029134,M005,C006245,351.13,UPI,captured,14,0,1,1,351.13,0.0
TXN029135,M004,C006789,1722.73,CARD,captured,16,0,0,0,1722.73,0.0
TXN029136,M003,C007372,1011.79,UPI,failed,16,1,1,0,0.0,1011.79
TXN029137,M001,C008660,2874.21,UPI,failed,21,1,1,1,0.0,2874.21
TXN029138,M002,C002071,988.31,CARD,captured,19,0,1,1,988.31,0.0
TXN029139,M004,C004793,857.53,CARD,captured,19,0,1,1,857.53,0.0
TXN029140,M001,C006721,3442.97,CARD,captured,19,0,1,1,3442.97,0.0
TXN029141,M004,C007065,3272.1,UPI,failed,18,1,1,0,0.0,3272.1
TXN029142,M001,C000659,2503.49,UPI,captured,15,0,1,1,2503.49,0.0
TXN029143,M002,C000537,1911.14,CARD,captured,1,1,1,1,1911.14,0.0
TXN029144,M005,C002428,2318.43,UPI,captured,5,0,1,1,2318.43,0.0
TXN029145,M002,C006123,1101.97,UPI,captured,14,0,0,0,1101.97,0.0
TXN029146,M003,C009042,669.31,UPI,captured,16,0,1,1,669.31,0.0
TXN029147,M004,C004925,1738.6,UPI,failed,18,0,1,1,0.0,1738.6
TXN029148,M005,C002092,336.85,UPI,captured,16,0,1,1,336.85,0.0
TXN029149,M004,C009575,3879.22,WALLET,captured,3,0,1,1,3879.22,0.0
TXN029150,M001,C001677,1240.04,UPI,captured,6,0,1,1,1240.04,0.0
TXN029151,M003,C005844,1176.23,UPI,captured,17,2,0,0,1176.23,0.0
TXN029152,M003,C008845,633.96,NETBANKING,captured,15,1,1,1,633.96,0.0
TXN029153,M004,C004404,3819.87,UPI,failed,21,1,1,1,0.0,3819.87
TXN029154,M003,C007964,2363.03,NETBANKING,captured,8,0,1,1,2363.03,0.0
TXN029155,M004,C007525,1639.26,UPI,captured,4,0,1,1,1639.26,0.0
TXN029156,M001,C007533,2080.86,UPI,captured,11,1,1,1,2080.86,0.0
TXN029157,M001,C004456,1462.41,UPI,captured,9,1,1,1,1462.41,0.0
TXN029158,M004,C005111,2611.31,CARD,captured,18,0,0,0,2611.31,0.0
TXN029159,M002,C003126,1014.33,WALLET,captured,17,0,1,1,1014.33,0.0
TXN029160,M002,C004763,1362.49,CARD,failed,22,2,1,0,0.0,1362.49
TXN029161,M001,C002383,2076.47,CARD,captured,23,1,1,1,2076.47,0.0
TXN029162,M005,C006239,435.29,UPI,failed,6,0,1,0,0.0,435.29
TXN029163,M002,C000315,479.13,CARD,captured,2,0,1,1,479.13,0.0
TXN029164,M004,C008680,5835.34,UPI,failed,21,0,1,1,0.0,5835.34
TXN029165,M001,C006973,669.31,UPI,captured,19,0,1,1,669.31,0.0
TXN029166,M003,C003884,4551.02,WALLET,captured,21,1,1,1,4551.02,0.0
TXN029167,M003,C008879,1006.89,NETBANKING,captured,4,0,0,0,1006.89,0.0
TXN029168,M002,C001992,556.14,NETBANKING,captured,6,0,1,1,556.14,0.0
TXN029169,M005,C006365,3488.44,UPI,failed,21,0,1,1,0.0,3488.44
TXN029170,M002,C002928,2180.14,CARD,captured,7,0,1,1,2180.14,0.0
TXN029171,M005,C001445,2386.62,CARD,captured,19,0,1,1,2386.62,0.0
TXN029172,M002,C007497,518.65,CARD,captured,6,0,1,1,518.65,0.0
TXN029173,M003,C003020,1915.23,UPI,captured,19,1,1,1,1915.23,0.0
TXN029174,M005,C007540,117.66,UPI,captured,14,0,1,1,117.66,0.0
TXN029175,M003,C003965,1840.97,UPI,failed,18,0,1,0,0.0,1840.97
TXN029176,M004,C001513,655.15,CARD,captured,9,0,0,0,655.15,0.0
TXN029177,M004,C008091,4205.93,CARD,captured,2,0,1,1,4205.93,0.0
TXN029178,M001,C009216,2832.86,UPI,captured,13,3,1,1,2832.86,0.0
TXN029179,M003,C001951,1552.68,UPI,captured,12,0,1,1,1552.68,0.0
TXN029180,M003,C006349,3177.21,NETBANKING,captured,5,1,1,1,3177.21,0.0
TXN029181,M001,C002319,9106.33,CARD,captured,9,0,1,1,9106.33,0.0
TXN029182,M004,C001733,1286.62,CARD,captured,19,1,1,1,1286.62,0.0
TXN029183,M004,C005930,1764.74,UPI,captured,11,0,1,1,1764.74,0.0
TXN029184,M005,C000631,494.45,WALLET,captured,2,1,1,1,494.45,0.0
TXN029185,M005,C003084,669.98,CARD,captured,2,0,1,1,669.98,0.0
TXN029186,M004,C006129,643.92,CARD,captured,21,2,1,1,643.92,0.0
TXN029187,M002,C006437,1396.97,UPI,captured,12,1,1,1,1396.97,0.0
TXN029188,M003,C006281,1809.88,UPI,failed,19,2,1,1,0.0,1809.88
TXN029189,M005,C009911,779.46,CARD,captured,21,3,1,1,779.46,0.0
TXN029190,M002,C005934,1682.61,UPI,captured,20,0,0,0,1682.61,0.0
TXN029191,M005,C008647,2979.52,WALLET,captured,17,3,1,1,2979.52,0.0
TXN029192,M001,C008105,1547.71,UPI,captured,21,1,1,1,1547.71,0.0
TXN029193,M003,C005215,3207.68,UPI,failed,10,0,1,0,0.0,3207.68
TXN029194,M005,C003308,329.38,UPI,captured,11,0,1,1,329.38,0.0
TXN029195,M004,C004103,378.2,CARD,captured,4,0,1,1,378.2,0.0
TXN029196,M001,C006533,2226.07,UPI,captured,15,0,0,0,2226.07,0.0
TXN029197,M001,C007293,1631.04,UPI,captured,13,2,1,1,1631.04,0.0
TXN029198,M004,C005412,1429.39,UPI,captured,14,0,1,1,1429.39,0.0
TXN029199,M001,C009179,1469.93,CARD,captured,3,2,1,1,1469.93,0.0
TXN029200,M003,C000513,541.19,UPI,captured,17,1,1,1,541.19,0.0
TXN029201,M005,C009722,342.29,NETBANKING,captured,3,0,1,1,342.29,0.0
TXN029202,M001,C000718,2822.5,UPI,captured,16,1,0,0,2822.5,0.0
TXN029203,M003,C006588,3224.09,CARD,captured,15,0,1,1,3224.09,0.0
TXN029204,M004,C003521,775.33,CARD,captured,1,0,0,0,775.33,0.0
TXN029205,M005,C009096,246.5,UPI,failed,19,0,1,1,0.0,246.5
TXN029206,M004,C009197,1201.0,UPI,captured,17,3,1,1,1201.0,0.0
TXN029207,M005,C000041,779.15,UPI,captured,10,2,1,1,779.15,0.0
TXN029208,M001,C008111,2604.0,NETBANKING,captured,19,2,1,1,2604.0,0.0
TXN029209,M001,C005995,622.88,CARD,captured,8,0,1,1,622.88,0.0
TXN029210,M005,C003930,2371.97,UPI,failed,19,0,1,1,0.0,2371.97
TXN029211,M003,C006052,1458.96,UPI,captured,19,0,1,1,1458.96,0.0
TXN029212,M003,C003176,3802.39,UPI,captured,8,0,1,1,3802.39,0.0
TXN029213,M003,C005361,2093.9,UPI,captured,3,0,1,1,2093.9,0.0
TXN029214,M002,C003332,979.11,CARD,captured,3,1,1,1,979.11,0.0
TXN029215,M003,C009182,1806.28,UPI,failed,23,0,0,0,0.0,1806.28
TXN029216,M001,C005935,1349.63,WALLET,captured,12,2,1,1,1349.63,0.0
TXN029217,M002,C004126,395.81,CARD,captured,20,0,1,1,395.81,0.0
TXN029218,M003,C009298,2185.67,NETBANKING,captured,5,0,1,1,2185.67,0.0
TXN029219,M001,C006430,1291.23,WALLET,captured,4,2,1,1,1291.23,0.0
TXN029220,M002,C005998,243.95,UPI,captured,4,0,1,1,243.95,0.0
TXN029221,M001,C000355,423.04,CARD,captured,23,0,1,1,423.04,0.0
TXN029222,M005,C009530,853.28,CARD,failed,12,0,0,0,0.0,853.28
TXN029223,M001,C001859,2699.82,WALLET,captured,18,0,1,1,2699.82,0.0
TXN029224,M002,C008727,804.65,CARD,captured,22,1,1,1,804.65,0.0
TXN029225,M003,C006519,2437.5,UPI,captured,7,1,1,1,2437.5,0.0
TXN029226,M002,C000253,2523.18,UPI,captured,6,0,1,1,2523.18,0.0
TXN029227,M003,C005695,1158.31,UPI,captured,11,0,1,1,1158.31,0.0
TXN029228,M003,C007212,2468.97,UPI,captured,6,1,1,1,2468.97,0.0
TXN029229,M004,C007358,1288.77,UPI,captured,23,0,1,1,1288.77,0.0
TXN029230,M005,C007887,738.58,UPI,captured,20,0,1,1,738.58,0.0
TXN029231,M004,C006697,1123.22,UPI,captured,9,0,1,1,1123.22,0.0
TXN029232,M002,C007632,718.2,UPI,failed,23,1,1,0,0.0,718.2
TXN029233,M004,C002658,2567.89,UPI,captured,5,1,1,1,2567.89,0.0
TXN029234,M003,C004876,1956.94,CARD,failed,4,0,1,0,0.0,1956.94
TXN029235,M002,C009682,4615.3,UPI,captured,13,0,1,1,4615.3,0.0
TXN029236,M004,C004668,1274.83,UPI,failed,21,0,1,1,0.0,1274.83
TXN029237,M001,C008964,1838.08,NETBANKING,captured,6,2,1,1,1838.08,0.0
TXN029238,M005,C005602,1712.47,UPI,failed,18,0,1,1,0.0,1712.47
TXN029239,M001,C007571,2066.2,WALLET,captured,9,0,1,1,2066.2,0.0
TXN029240,M002,C007085,1916.27,UPI,captured,13,0,1,1,1916.27,0.0
TXN029241,M004,C007345,736.05,UPI,captured,11,0,1,1,736.05,0.0
TXN029242,M003,C002602,1500.15,UPI,captured,6,0,1,1,1500.15,0.0
TXN029243,M004,C003092,1383.85,UPI,captured,2,0,1,1,1383.85,0.0
TXN029244,M002,C009328,7892.25,CARD,failed,23,2,1,0,0.0,7892.25
TXN029245,M002,C000724,339.56,CARD,captured,22,3,1,1,339.56,0.0
TXN029246,M002,C001040,2529.52,UPI,captured,10,2,1,1,2529.52,0.0
TXN029247,M002,C002555,4595.87,UPI,captured,16,0,1,1,4595.87,0.0
TXN029248,M004,C003347,648.14,CARD,captured,20,1,1,1,648.14,0.0
TXN029249,M001,C006879,7613.66,UPI,captured,5,0,1,1,7613.66,0.0
TXN029250,M003,C007927,1561.56,CARD,failed,15,1,1,0,0.0,1561.56
TXN029251,M003,C003604,1153.54,CARD,captured,20,0,1,1,1153.54,0.0
TXN029252,M005,C002411,1471.87,UPI,captured,11,1,1,1,1471.87,0.0
TXN029253,M002,C003404,1588.03,CARD,failed,18,0,0,0,0.0,1588.03
TXN029254,M002,C003505,1660.46,UPI,captured,20,1,1,1,1660.46,0.0
TXN029255,M002,C001263,531.85,UPI,failed,4,1,1,0,0.0,531.85
TXN029256,M001,C005530,1963.41,CARD,captured,5,0,1,1,1963.41,0.0
TXN029257,M002,C007562,342.99,UPI,captured,14,0,0,0,342.99,0.0
TXN029258,M005,C004428,971.63,CARD,captured,19,1,1,1,971.63,0.0
TXN029259,M005,C005110,1031.59,UPI,captured,2,0,1,1,1031.59,0.0
TXN029260,M001,C007369,1422.14,CARD,captured,15,0,1,1,1422.14,0.0
TXN029261,M002,C009208,1278.09,UPI,captured,3,0,0,0,1278.09,0.0
TXN029262,M004,C004933,1684.65,UPI,captured,2,1,0,0,1684.65,0.0
TXN029263,M004,C007327,465.39,UPI,captured,17,0,1,1,465.39,0.0
TXN029264,M003,C001462,1384.87,CARD,captured,6,1,1,1,1384.87,0.0
TXN029265,M001,C003386,660.99,UPI,captured,14,0,1,1,660.99,0.0
TXN029266,M004,C002146,1731.98,UPI,captured,8,0,1,1,1731.98,0.0
TXN029267,M003,C005948,5497.21,UPI,captured,14,1,1,1,5497.21,0.0
TXN029268,M005,C006358,1470.66,NETBANKING,captured,19,0,1,1,1470.66,0.0
TXN029269,M003,C006184,4728.82,NETBANKING,captured,19,0,1,1,4728.82,0.0
TXN029270,M002,C000445,1657.84,UPI,captured,18,0,1,1,1657.84,0.0
TXN029271,M002,C001744,800.06,CARD,captured,7,0,1,1,800.06,0.0
TXN029272,M005,C000034,1618.5,UPI,captured,13,0,1,1,1618.5,0.0
TXN029273,M001,C000062,261.28,CARD,captured,18,1,0,0,261.28,0.0
TXN029274,M002,C009295,1643.07,UPI,captured,8,1,1,1,1643.07,0.0
TXN029275,M002,C005293,3716.4,CARD,captured,18,0,1,1,3716.4,0.0
TXN029276,M003,C006751,604.63,UPI,captured,1,2,1,1,604.63,0.0
TXN029277,M003,C003589,3204.28,CARD,captured,4,0,1,1,3204.28,0.0
TXN029278,M003,C000353,652.11,CARD,captured,9,0,1,1,652.11,0.0
TXN029279,M004,C001082,1203.52,NETBANKING,captured,18,0,0,0,1203.52,0.0
TXN029280,M005,C002171,575.92,UPI,captured,12,0,1,1,575.92,0.0
TXN029281,M001,C001629,1356.91,UPI,failed,18,1,1,1,0.0,1356.91
TXN029282,M003,C004099,14539.48,UPI,captured,0,0,1,1,14539.48,0.0
TXN029283,M001,C009007,842.01,UPI,captured,2,0,1,1,842.01,0.0
TXN029284,M003,C003961,1183.41,UPI,captured,23,0,0,0,1183.41,0.0
TXN029285,M002,C000253,1365.68,UPI,captured,17,2,0,0,1365.68,0.0
TXN029286,M001,C003620,1203.51,UPI,failed,19,1,1,1,0.0,1203.51
TXN029287,M004,C004406,3345.99,NETBANKING,captured,18,1,1,1,3345.99,0.0
TXN029288,M003,C000532,815.49,UPI,failed,14,0,1,0,0.0,815.49
TXN029289,M005,C009859,1744.39,CARD,captured,14,1,1,1,1744.39,0.0
TXN029290,M002,C000197,984.18,CARD,captured,18,0,0,0,984.18,0.0
TXN029291,M003,C005507,4856.6,UPI,captured,7,0,1,1,4856.6,0.0
TXN029292,M001,C009128,1648.7,UPI,captured,12,0,1,1,1648.7,0.0
TXN029293,M003,C003323,1506.44,UPI,captured,10,0,1,1,1506.44,0.0
TXN029294,M002,C008655,2391.99,UPI,captured,1,0,1,1,2391.99,0.0
TXN029295,M005,C009595,4296.61,UPI,captured,5,1,1,1,4296.61,0.0
TXN029296,M005,C001734,3039.74,CARD,captured,7,2,1,1,3039.74,0.0
TXN029297,M005,C008215,2710.48,UPI,captured,3,0,1,1,2710.48,0.0
TXN029298,M002,C002748,3675.32,UPI,captured,9,1,1,1,3675.32,0.0
TXN029299,M003,C003239,1347.53,CARD,captured,19,0,1,1,1347.53,0.0
TXN029300,M002,C009776,6998.9,UPI,captured,5,1,1,1,6998.9,0.0
TXN029301,M002,C009429,2643.07,CARD,captured,23,0,1,1,2643.07,0.0
TXN029302,M003,C000813,2120.33,CARD,captured,21,1,1,1,2120.33,0.0
TXN029303,M004,C008598,1239.41,CARD,failed,16,0,1,0,0.0,1239.41
TXN029304,M005,C003124,407.57,UPI,captured,12,2,1,1,407.57,0.0
TXN029305,M001,C009230,1425.85,UPI,captured,3,1,1,1,1425.85,0.0
TXN029306,M001,C008722,674.51,CARD,captured,5,0,1,1,674.51,0.0
TXN029307,M003,C007282,940.58,WALLET,captured,0,0,1,1,940.58,0.0
TXN029308,M001,C009394,1490.55,UPI,captured,14,0,1,1,1490.55,0.0
TXN029309,M004,C006949,3968.42,UPI,captured,9,1,1,1,3968.42,0.0
TXN029310,M002,C008311,1220.37,CARD,captured,20,0,1,1,1220.37,0.0
TXN029311,M005,C001899,615.02,CARD,captured,19,1,1,1,615.02,0.0
TXN029312,M001,C005450,425.11,CARD,captured,2,2,1,1,425.11,0.0
TXN029313,M001,C004844,568.3,WALLET,captured,0,0,1,1,568.3,0.0
TXN029314,M003,C002294,7484.07,UPI,captured,6,2,0,0,7484.07,0.0
TXN029315,M003,C006461,853.43,UPI,captured,10,0,1,1,853.43,0.0
TXN029316,M002,C004949,322.19,UPI,captured,11,0,0,0,322.19,0.0
TXN029317,M005,C002116,1702.89,UPI,captured,5,0,1,1,1702.89,0.0
TXN029318,M001,C009056,828.32,CARD,captured,13,0,1,1,828.32,0.0
TXN029319,M002,C004068,1321.58,UPI,captured,15,0,1,1,1321.58,0.0
TXN029320,M005,C008248,2716.49,UPI,failed,19,0,1,0,0.0,2716.49
TXN029321,M002,C003972,3595.6,CARD,captured,17,2,0,0,3595.6,0.0
TXN029322,M001,C006801,1241.88,UPI,captured,7,0,1,1,1241.88,0.0
TXN029323,M003,C006196,1761.16,NETBANKING,captured,20,1,1,1,1761.16,0.0
TXN029324,M003,C002685,3848.56,CARD,captured,17,0,1,1,3848.56,0.0
TXN029325,M003,C007082,720.68,CARD,captured,23,0,1,1,720.68,0.0
TXN029326,M004,C009633,488.18,UPI,captured,11,3,1,1,488.18,0.0
TXN029327,M002,C001810,1988.79,CARD,captured,14,2,1,1,1988.79,0.0
TXN029328,M001,C007119,589.48,CARD,captured,6,0,1,1,589.48,0.0
TXN029329,M002,C005565,946.81,UPI,captured,11,0,1,1,946.81,0.0
TXN029330,M003,C000061,1345.88,UPI,captured,23,0,1,1,1345.88,0.0
TXN029331,M002,C003408,1579.68,CARD,captured,9,0,1,1,1579.68,0.0
TXN029332,M005,C008580,1064.11,UPI,captured,7,0,1,1,1064.11,0.0
TXN029333,M002,C004767,2970.48,UPI,captured,19,0,1,1,2970.48,0.0
TXN029334,M004,C004896,1259.46,UPI,captured,11,0,1,1,1259.46,0.0
TXN029335,M004,C000664,362.52,UPI,captured,17,0,1,1,362.52,0.0
TXN029336,M003,C006459,1608.92,UPI,failed,15,0,1,0,0.0,1608.92
TXN029337,M001,C009820,1510.87,UPI,captured,16,0,1,1,1510.87,0.0
TXN029338,M005,C001227,1060.82,WALLET,captured,4,1,1,1,1060.82,0.0
TXN029339,M001,C002248,1104.91,CARD,captured,4,3,0,0,1104.91,0.0
TXN029340,M001,C002753,901.03,CARD,captured,4,1,1,1,901.03,0.0
TXN029341,M005,C002946,676.16,UPI,captured,12,1,1,1,676.16,0.0
TXN029342,M004,C008177,4465.84,CARD,captured,19,1,1,1,4465.84,0.0
TXN029343,M003,C002684,2208.9,CARD,captured,18,2,1,1,2208.9,0.0
TXN029344,M002,C006260,2305.3,CARD,captured,12,0,1,1,2305.3,0.0
TXN029345,M004,C002003,1124.0,CARD,captured,19,0,1,1,1124.0,0.0
TXN029346,M003,C007134,656.47,CARD,captured,8,0,1,1,656.47,0.0
TXN029347,M004,C001525,118.54,CARD,captured,1,0,1,1,118.54,0.0
TXN029348,M005,C003711,3343.29,UPI,failed,13,0,1,0,0.0,3343.29
TXN029349,M001,C002457,6984.58,UPI,captured,7,3,0,0,6984.58,0.0
TXN029350,M005,C008757,453.57,UPI,captured,22,0,0,0,453.57,0.0
TXN029351,M002,C009609,277.61,UPI,captured,7,0,1,1,277.61,0.0
TXN029352,M005,C008436,2261.65,CARD,captured,2,1,1,1,2261.65,0.0
TXN029353,M001,C003868,5617.91,UPI,captured,10,1,1,1,5617.91,0.0
TXN029354,M004,C004005,733.46,UPI,captured,4,0,1,1,733.46,0.0
TXN029355,M003,C006048,6409.05,CARD,captured,7,0,1,1,6409.05,0.0
TXN029356,M002,C002123,1986.11,WALLET,captured,20,0,1,1,1986.11,0.0
TXN029357,M004,C009721,182.11,CARD,captured,1,1,1,1,182.11,0.0
TXN029358,M003,C000370,3370.24,CARD,captured,19,1,0,0,3370.24,0.0
TXN029359,M001,C002174,1098.8,UPI,captured,0,1,1,1,1098.8,0.0
TXN029360,M005,C009368,1207.39,UPI,captured,12,0,1,1,1207.39,0.0
TXN029361,M004,C006744,1078.44,CARD,captured,9,0,1,1,1078.44,0.0
TXN029362,M003,C005600,1430.57,UPI,captured,8,1,0,0,1430.57,0.0
TXN029363,M003,C001622,675.88,UPI,failed,12,0,1,0,0.0,675.88
TXN029364,M005,C004289,526.05,WALLET,captured,4,0,1,1,526.05,0.0
TXN029365,M004,C000355,2171.72,UPI,captured,10,2,1,1,2171.72,0.0
TXN029366,M004,C008250,504.24,WALLET,captured,12,0,1,1,504.24,0.0
TXN029367,M001,C005324,568.69,WALLET,captured,19,0,1,1,568.69,0.0
TXN029368,M004,C007672,274.49,CARD,captured,23,0,1,1,274.49,0.0
TXN029369,M005,C003374,2835.23,UPI,captured,12,3,1,1,2835.23,0.0
TXN029370,M004,C007513,8962.08,UPI,captured,23,2,0,0,8962.08,0.0
TXN029371,M001,C003356,459.23,UPI,captured,10,0,1,1,459.23,0.0
TXN029372,M003,C005585,746.59,UPI,captured,13,0,1,1,746.59,0.0
TXN029373,M004,C002256,1326.18,CARD,captured,13,3,1,1,1326.18,0.0
TXN029374,M005,C007904,2585.01,CARD,captured,16,0,1,1,2585.01,0.0
TXN029375,M004,C009019,1263.65,UPI,captured,16,0,1,1,1263.65,0.0
TXN029376,M002,C007661,4996.19,CARD,failed,5,0,1,0,0.0,4996.19
TXN029377,M001,C008964,736.04,WALLET,captured,22,0,1,1,736.04,0.0
TXN029378,M003,C005756,1343.69,UPI,captured,13,0,1,1,1343.69,0.0
TXN029379,M002,C000681,1380.37,CARD,captured,18,0,1,1,1380.37,0.0
TXN029380,M005,C000572,329.32,WALLET,captured,8,1,1,1,329.32,0.0
TXN029381,M004,C001342,1210.95,UPI,captured,9,0,1,1,1210.95,0.0
TXN029382,M001,C002580,1716.96,UPI,captured,2,1,1,1,1716.96,0.0
TXN029383,M004,C004231,400.81,UPI,captured,10,2,1,1,400.81,0.0
TXN029384,M004,C000351,738.12,WALLET,captured,7,2,1,1,738.12,0.0
TXN029385,M004,C005751,5738.94,UPI,captured,2,2,1,1,5738.94,0.0
TXN029386,M004,C002692,735.67,CARD,captured,13,0,1,1,735.67,0.0
TXN029387,M001,C004296,1481.07,UPI,captured,6,1,1,1,1481.07,0.0
TXN029388,M002,C006387,1050.08,CARD,failed,23,0,1,0,0.0,1050.08
TXN029389,M005,C003321,815.5,CARD,captured,7,0,1,1,815.5,0.0
TXN029390,M002,C007831,513.66,CARD,captured,10,2,0,0,513.66,0.0
TXN029391,M001,C001881,1791.09,UPI,failed,3,1,0,0,0.0,1791.09
TXN029392,M005,C005924,635.28,CARD,captured,19,2,0,0,635.28,0.0
TXN029393,M003,C009205,963.65,UPI,captured,7,0,1,1,963.65,0.0
TXN029394,M002,C005617,3585.48,WALLET,captured,19,0,1,1,3585.48,0.0
TXN029395,M001,C005141,659.44,CARD,captured,5,2,1,1,659.44,0.0
TXN029396,M001,C007231,3351.01,UPI,captured,3,0,1,1,3351.01,0.0
TXN029397,M001,C004421,929.56,UPI,captured,12,0,1,1,929.56,0.0
TXN029398,M005,C001754,1133.76,UPI,captured,17,0,1,1,1133.76,0.0
